Id,TrustRank
35  ,  0.0164807316692
2642  ,  0.013683039465
7  ,  0.00957153065456
1  ,  0.00914404824671
4172  ,  0.00693360596597
2028  ,  0.00669385768425
1810  ,  0.00642621530633
13  ,  0.00507635812416
2125  ,  0.00503906135408
1018  ,  0.00494493222384
4197  ,  0.00491267859829
905  ,  0.0047566789089
60  ,  0.00426621369381
1386  ,  0.00420982469421
4291  ,  0.00408868554094
1953  ,  0.00408149255192
1217  ,  0.00389029250251
25  ,  0.00380564303356
202  ,  0.00377217327878
832  ,  0.00374045546849
1566  ,  0.00336777879785
2296  ,  0.00328599536188
1396  ,  0.0030872999585
1334  ,  0.00298326764688
1352  ,  0.00297191869464
908  ,  0.00297007416886
2625  ,  0.00291404382852
1317  ,  0.00288695230085
546  ,  0.00278840140368
1899  ,  0.00274864515827
2942  ,  0.00271960378137
3735  ,  0.00268910223474
304  ,  0.00265895343511
2067  ,  0.00257584875852
1615  ,  0.00248178567349
3988  ,  0.00247419748197
3897  ,  0.00243754586625
1201  ,  0.00242004694185
1162  ,  0.0024142523558
775  ,  0.00241072516901
3828  ,  0.00236969449263
1565  ,  0.0023369338211
41  ,  0.00230302330238
2045  ,  0.00229552655359
2388  ,  0.00224890549259
4  ,  0.00219070687634
104  ,  0.00217934070253
1832  ,  0.00216870924871
57  ,  0.00213788960327
3649  ,  0.00206149699565
3451  ,  0.00202295945703
1731  ,  0.00202146580003
4559  ,  0.00193875915458
1744  ,  0.00192115487436
135  ,  0.00192011903855
468  ,  0.00191881193108
570  ,  0.00189830310895
64  ,  0.00189672234567
353  ,  0.00188709405363
2198  ,  0.00179843928259
270  ,  0.00174499284377
2635  ,  0.00169817468518
882  ,  0.00167122001258
3598  ,  0.0016672663114
198  ,  0.00164774781182
4694  ,  0.00164444081877
523  ,  0.00164326765785
492  ,  0.00162653810637
215  ,  0.00161624379303
2647  ,  0.00160995985077
4611  ,  0.00159477675663
1585  ,  0.00159448963336
545  ,  0.00155363769581
537  ,  0.00153295889084
937  ,  0.0015295505102
3916  ,  0.00152352863393
280  ,  0.00150619545482
62  ,  0.00149878473011
3018  ,  0.00149799302033
2  ,  0.00149223513783
1185  ,  0.00148589188474
1860  ,  0.00146425174803
1383  ,  0.00146117444853
4649  ,  0.00145456649751
2404  ,  0.00136762601172
729  ,  0.00136672853697
5612  ,  0.00135882420867
3219  ,  0.00135558996492
687  ,  0.00135506028671
3669  ,  0.00135184720979
1316  ,  0.00134781608006
3878  ,  0.00133584881078
696  ,  0.00133017284819
923  ,  0.00131854882886
3837  ,  0.00130809675174
2725  ,  0.00129964535167
1771  ,  0.001295920906
23  ,  0.00129274788135
3912  ,  0.00128330773411
3911  ,  0.00128330773411
592  ,  0.00127471149778
2397  ,  0.00126621747269
361  ,  0.00124751549268
1363  ,  0.00123750324824
1675  ,  0.00123355252718
1764  ,  0.00122393049055
1053  ,  0.00121351319371
2897  ,  0.00120722141216
4833  ,  0.0012067790037
6  ,  0.00120496168649
171  ,  0.00118806516369
2600  ,  0.00118497639405
2835  ,  0.00118079323983
113  ,  0.0011780401229
3719  ,  0.00117304422954
1555  ,  0.0011574476529
3578  ,  0.0011558468325
178  ,  0.00115431919035
51  ,  0.00113675851863
540  ,  0.00113356504319
39  ,  0.00110366422221
3699  ,  0.00109433973194
36  ,  0.00109342708595
4107  ,  0.00108894723079
1948  ,  0.00108708208789
2110  ,  0.00108480426122
1620  ,  0.0010842506854
522  ,  0.00108083614616
4635  ,  0.00107620295365
1802  ,  0.00105879490779
1366  ,  0.00105120826628
573  ,  0.00103437148994
4499  ,  0.0010300026762
2118  ,  0.00102634754065
1281  ,  0.00102379258179
917  ,  0.00102103704769
4315  ,  0.00101169060926
3820  ,  0.00100598297744
1543  ,  0.00100461451801
1690  ,  0.00100248271784
5472  ,  0.000999903806961
3429  ,  0.000998984441154
5415  ,  0.000997519013962
2266  ,  0.000992995401653
346  ,  0.000987541917348
144  ,  0.000985382512886
21  ,  0.000984784370737
3366  ,  0.000974807346687
1629  ,  0.000971205817611
710  ,  0.000966437371514
230  ,  0.000962464970205
2848  ,  0.000962059468002
363  ,  0.00095935332541
257  ,  0.000957701270069
732  ,  0.000942962704196
2763  ,  0.000938450497452
2378  ,  0.000933012153758
5227  ,  0.000919834320114
3630  ,  0.000903385667665
2063  ,  0.000900191979024
132  ,  0.000895037741612
2313  ,  0.000888541711491
1119  ,  0.000887837971939
1693  ,  0.00088650462245
725  ,  0.000885452690294
4753  ,  0.000884073378846
4554  ,  0.000882619469958
29  ,  0.000879201149562
2176  ,  0.000875336378165
4119  ,  0.00086881918678
159  ,  0.000866425384525
1735  ,  0.000861187265277
819  ,  0.00086066683892
1094  ,  0.000848556293625
1656  ,  0.000847937380665
1100  ,  0.000840792599135
1700  ,  0.000836370714698
2188  ,  0.000836320205754
93  ,  0.000829989326828
1846  ,  0.000829525389043
4787  ,  0.000821316683818
3714  ,  0.000814585341748
634  ,  0.000812050778246
635  ,  0.000810034973031
4515  ,  0.000809433784247
1916  ,  0.000807853444697
273  ,  0.000807677049571
4402  ,  0.000804576142258
149  ,  0.000801767240104
1529  ,  0.000781640836864
978  ,  0.000781502284515
1437  ,  0.000777793679871
664  ,  0.000776497142681
5619  ,  0.000776356345938
141  ,  0.000775868040244
695  ,  0.000773119701141
96  ,  0.000772577444644
4007  ,  0.000770261143972
5578  ,  0.00076991239395
209  ,  0.000769670131451
3722  ,  0.000765333554853
1840  ,  0.000764675396648
3976  ,  0.00076351715007
598  ,  0.000760837183586
2142  ,  0.000755807584061
1669  ,  0.000755137326423
678  ,  0.000750861683955
425  ,  0.000744340336047
5590  ,  0.000742074736316
1092  ,  0.000742042636562
3571  ,  0.00074155526923
33  ,  0.000741140019075
2934  ,  0.000741136075401
115  ,  0.00073989343666
443  ,  0.00073597056525
5414  ,  0.000734278057806
394  ,  0.000733616538904
4109  ,  0.000731566806937
415  ,  0.000722954389602
4365  ,  0.000721548205594
1612  ,  0.000721273130251
481  ,  0.000721160277038
5712  ,  0.000719407992661
3642  ,  0.000714171545417
1257  ,  0.000713838653404
